userID,userSet,responseTimeSeconds,questionOrder,userResponse,questionID,correctResponse,chartType,alignment,questionSet,error,absDiff,correct,logError,distToHalfQuarter,distToHorizontalVertical
31,study7Line,13.0,0,15,2480,15,pie,aligned,set4,0,0,True,-3.0,10,7
31,study7Line,14.0,1,20,2481,20,pie,non-aligned,set1,0,0,True,-3.0,5,0
31,study7Line,9.0,2,25,2482,31,pie,non-aligned,set1,-6,6,False,2.6147098441152083,6,4
31,study7Line,11.0,3,15,2483,20,pie,aligned,set4,-5,5,False,2.357552004618084,5,1
31,study7Line,11.0,4,45,2484,44,pie,aligned,set4,1,1,False,0.16992500144231237,6,6
31,study7Line,21.0,5,35,2485,45,pie,non-aligned,set3,-10,10,False,3.3398500028846247,5,5
31,study7Line,8.0,6,45,2486,46,pie,aligned,set3,-1,1,False,0.16992500144231237,4,1
31,study7Line,12.0,7,10,2487,13,pie,aligned,set4,-3,3,False,1.6438561897747246,12,2
31,study7Line,17.0,8,35,2488,37,pie,aligned,set3,-2,2,False,1.0874628412503393,12,3
31,study7Line,11.0,9,30,2489,34,pie,non-aligned,set1,-4,4,False,2.0443941193584534,9,6
31,study7Line,17.0,10,50,2490,50,pie,non-aligned,set3,0,0,True,-3.0,0,0
31,study7Line,13.0,11,15,2491,17,pie,non-aligned,set4,-2,2,False,1.0874628412503393,8,0
31,study7Line,7.0,12,10,2492,14,pie,non-aligned,set2,-4,4,False,2.0443941193584534,11,7
31,study7Line,6.0,13,10,2493,17,pie,aligned,set2,-7,7,False,2.8328900141647417,8,1
31,study7Line,8.0,14,10,2494,12,pie,non-aligned,set1,-2,2,False,1.0874628412503393,12,2
31,study7Line,8.0,15,25,2495,44,pie,non-aligned,set4,-19,19,False,4.257387842692652,6,6
31,study7Line,11.0,16,20,2496,19,pie,aligned,set2,1,1,False,0.16992500144231237,6,9
31,study7Line,12.0,17,20,2497,21,pie,aligned,set1,-1,1,False,0.16992500144231237,4,9
31,study7Line,8.0,18,10,2498,11,pie,aligned,set1,-1,1,False,0.16992500144231237,11,5
31,study7Line,9.0,19,27,2499,27,pie,aligned,set2,0,0,True,-3.0,2,1
31,study7Line,7.0,20,10,2500,11,pie,non-aligned,set1,-1,1,False,0.16992500144231237,11,5
31,study7Line,13.0,21,40,2501,36,pie,aligned,set4,4,4,False,2.0443941193584534,11,3
31,study7Line,17.0,22,13,2502,14,pie,aligned,set3,-1,1,False,0.16992500144231237,11,2
31,study7Line,13.0,23,23,2503,23,pie,aligned,set3,0,0,True,-3.0,2,0
31,study7Line,12.0,24,33,2504,36,pie,non-aligned,set3,-3,3,False,1.6438561897747246,11,0
31,study7Line,11.0,25,35,2505,33,pie,aligned,set3,2,2,False,1.0874628412503393,8,4
31,study7Line,19.0,26,20,2506,15,pie,non-aligned,set2,5,5,False,2.357552004618084,10,0
31,study7Line,18.0,27,35,2507,38,pie,non-aligned,set1,-3,3,False,1.6438561897747246,12,4
31,study7Line,9.0,28,25,2508,27,pie,non-aligned,set4,-2,2,False,1.0874628412503393,2,0
31,study7Line,9.0,29,50,2509,49,pie,non-aligned,set3,1,1,False,0.16992500144231237,1,1
31,study7Line,12.0,30,30,2510,33,pie,non-aligned,set4,-3,3,False,1.6438561897747246,8,2
31,study7Line,7.0,31,26,2511,26,pie,aligned,set1,0,0,True,-3.0,1,0
31,study7Line,11.0,32,50,2512,46,pie,non-aligned,set3,4,4,False,2.0443941193584534,4,1
31,study7Line,12.0,33,30,2513,31,pie,aligned,set4,-1,1,False,0.16992500144231237,6,2
31,study7Line,9.0,34,45,2514,42,pie,aligned,set2,3,3,False,1.6438561897747246,8,0
31,study7Line,6.0,35,49,2515,49,pie,aligned,set4,0,0,True,-3.0,1,1
31,study7Line,15.0,36,25,2516,26,pie,non-aligned,set2,-1,1,False,0.16992500144231237,1,6
31,study7Line,17.0,37,40,2517,40,pie,non-aligned,set4,0,0,True,-3.0,10,6
31,study7Line,34.0,38,50,2518,43,pie,non-aligned,set2,7,7,False,2.8328900141647417,7,1
31,study7Line,9.0,39,60,2519,48,pie,non-aligned,set1,12,12,False,3.599912842187128,2,5
31,study7Line,10.0,40,30,2520,28,pie,aligned,set4,2,2,False,1.0874628412503393,3,11
31,study7Line,16.0,41,45,2521,47,pie,non-aligned,set1,-2,2,False,1.0874628412503393,3,5
31,study7Line,21.0,42,20,2522,16,pie,non-aligned,set2,4,4,False,2.0443941193584534,9,0
31,study7Line,10.0,43,40,2523,39,pie,aligned,set3,1,1,False,0.16992500144231237,11,4
31,study7Line,10.0,44,22,2524,22,pie,aligned,set1,0,0,True,-3.0,3,3
31,study7Line,10.0,45,35,2525,35,pie,aligned,set4,0,0,True,-3.0,10,5
31,study7Line,12.0,46,20,2526,21,pie,non-aligned,set1,-1,1,False,0.16992500144231237,4,9
31,study7Line,8.0,47,48,2527,47,pie,aligned,set2,1,1,False,0.16992500144231237,3,0
