userID,userSet,responseTimeSeconds,questionOrder,userResponse,questionID,correctResponse,chartType,questionSet,error,absDiff,correct,logError,distToHalfQuarter,distToHorizontalVertical,alignmentType,alignment
31,study7Line,7.0,57,50,2537,50,stackbar,set3,0,0,True,-3.0,0,0,start0,aligned
31,study7Line,13.0,58,48,2538,48,stackbar,set4,0,0,True,-3.0,2,0,start0,aligned
31,study7Line,17.0,59,30,2539,39,stackbar,set1,-9,9,False,3.189824558880017,11,4,non-aligned,non-aligned
31,study7Line,14.0,60,40,2540,42,stackbar,set3,-2,2,False,1.0874628412503393,8,7,non-aligned,non-aligned
31,study7Line,15.0,61,35,2541,35,stackbar,set4,0,0,True,-3.0,10,0,end100,aligned
31,study7Line,8.0,62,25,2542,23,stackbar,set1,2,2,False,1.0874628412503393,2,3,non-aligned,non-aligned
31,study7Line,9.0,63,15,2543,12,stackbar,set1,3,3,False,1.6438561897747246,12,0,start0,aligned
31,study7Line,7.0,64,40,2544,38,stackbar,set1,2,2,False,1.0874628412503393,12,0,start0,aligned
31,study7Line,12.0,65,24,2545,24,stackbar,set1,0,0,True,-3.0,1,0,start0,aligned
31,study7Line,8.0,66,30,2546,32,stackbar,set2,-2,2,False,1.0874628412503393,7,0,start0,aligned
31,study7Line,8.0,67,40,2547,32,stackbar,set2,8,8,False,3.0223678130284544,7,6,non-aligned,non-aligned
31,study7Line,6.0,68,30,2548,29,stackbar,set4,1,1,False,0.16992500144231237,4,3,non-aligned,non-aligned
31,study7Line,7.0,69,45,2549,45,stackbar,set3,0,0,True,-3.0,5,0,start0,aligned
31,study7Line,18.0,70,15,2550,16,stackbar,set1,-1,1,False,0.16992500144231237,9,0,start0,aligned
31,study7Line,6.0,71,40,2551,40,stackbar,set3,0,0,True,-3.0,10,0,start0,aligned
31,study7Line,8.0,72,25,2552,25,stackbar,set3,0,0,True,-3.0,0,5,non-aligned,non-aligned
31,study7Line,8.0,73,20,2553,18,stackbar,set1,2,2,False,1.0874628412503393,7,0,start0,aligned
31,study7Line,7.0,74,45,2554,43,stackbar,set1,2,2,False,1.0874628412503393,7,0,start0,aligned
31,study7Line,10.0,75,25,2555,28,stackbar,set3,-3,3,False,1.6438561897747246,3,9,non-aligned,non-aligned
31,study7Line,9.0,76,35,2556,37,stackbar,set1,-2,2,False,1.0874628412503393,12,6,non-aligned,non-aligned
31,study7Line,8.0,77,35,2557,34,stackbar,set3,1,1,False,0.16992500144231237,9,0,start0,aligned
31,study7Line,5.0,78,30,2558,30,stackbar,set2,0,0,True,-3.0,5,0,start0,aligned
31,study7Line,7.0,79,25,2559,25,stackbar,set1,0,0,True,-3.0,0,0,start0,aligned
2,study7Line,9.0,0,35,160,36,stackbar,set3,-1,1,False,0.16992500144231237,11,3,non-aligned,non-aligned
2,study7Line,6.0,1,30,161,29,stackbar,set4,1,1,False,0.16992500144231237,4,0,start0,aligned
2,study7Line,4.0,2,20,162,20,stackbar,set1,0,0,True,-3.0,5,0,start0,aligned
2,study7Line,5.0,3,45,163,47,stackbar,set1,-2,2,False,1.0874628412503393,3,0,start0,aligned
2,study7Line,6.0,4,25,164,25,stackbar,set1,0,0,True,-3.0,0,7,non-aligned,non-aligned
2,study7Line,14.0,5,15,165,17,stackbar,set3,-2,2,False,1.0874628412503393,8,3,non-aligned,non-aligned
2,study7Line,6.0,6,20,166,22,stackbar,set4,-2,2,False,1.0874628412503393,3,0,start75,aligned
2,study7Line,4.0,7,20,167,22,stackbar,set1,-2,2,False,1.0874628412503393,3,0,start0,aligned
2,study7Line,6.0,8,45,168,49,stackbar,set3,-4,4,False,2.0443941193584534,1,0,start0,aligned
2,study7Line,6.0,9,25,169,26,stackbar,set2,-1,1,False,0.16992500144231237,1,10,non-aligned,non-aligned
2,study7Line,7.0,10,45,170,45,stackbar,set1,0,0,True,-3.0,5,0,start0,aligned
2,study7Line,7.0,11,35,171,34,stackbar,set3,1,1,False,0.16992500144231237,9,3,non-aligned,non-aligned
2,study7Line,8.0,12,35,172,35,stackbar,set2,0,0,True,-3.0,10,0,start0,aligned
2,study7Line,5.0,13,30,173,27,stackbar,set4,3,3,False,1.6438561897747246,2,0,start0,aligned
2,study7Line,4.0,14,30,174,30,stackbar,set3,0,0,True,-3.0,5,0,start0,aligned
2,study7Line,7.0,15,40,175,39,stackbar,set2,1,1,False,0.16992500144231237,11,0,start0,aligned
2,study7Line,11.0,16,45,176,42,stackbar,set4,3,3,False,1.6438561897747246,8,1,non-aligned,non-aligned
2,study7Line,4.0,17,15,177,16,stackbar,set3,-1,1,False,0.16992500144231237,9,0,start0,aligned
2,study7Line,5.0,18,40,178,42,stackbar,set3,-2,2,False,1.0874628412503393,8,0,start0,aligned
2,study7Line,8.0,19,40,179,45,stackbar,set3,-5,5,False,2.357552004618084,5,7,non-aligned,non-aligned
2,study7Line,6.0,20,50,180,50,stackbar,set1,0,0,True,-3.0,0,6,non-aligned,non-aligned
2,study7Line,8.0,21,40,181,41,stackbar,set3,-1,1,False,0.16992500144231237,9,1,non-aligned,non-aligned
2,study7Line,7.0,22,35,182,39,stackbar,set1,-4,4,False,2.0443941193584534,11,4,non-aligned,non-aligned
2,study7Line,6.0,23,30,183,30,stackbar,set1,0,0,True,-3.0,5,8,non-aligned,non-aligned
2,study7Line,7.0,24,10,184,13,stackbar,set4,-3,3,False,1.6438561897747246,12,0,start0,aligned
2,study7Line,4.0,25,20,185,21,stackbar,set4,-1,1,False,0.16992500144231237,4,0,start0,aligned
2,study7Line,10.0,26,40,186,44,stackbar,set3,-4,4,False,2.0443941193584534,6,8,non-aligned,non-aligned
2,study7Line,5.0,27,35,187,33,stackbar,set4,2,2,False,1.0874628412503393,8,0,start0,aligned
2,study7Line,4.0,28,40,188,43,stackbar,set2,-3,3,False,1.6438561897747246,7,0,start0,aligned
2,study7Line,5.0,29,15,189,14,stackbar,set4,1,1,False,0.16992500144231237,11,0,start0,aligned
2,study7Line,4.0,30,40,190,41,stackbar,set2,-1,1,False,0.16992500144231237,9,0,start0,aligned
2,study7Line,4.0,31,30,191,32,stackbar,set1,-2,2,False,1.0874628412503393,7,0,start0,aligned
2,study7Line,4.0,32,30,192,34,stackbar,set2,-4,4,False,2.0443941193584534,9,0,start0,aligned
2,study7Line,8.0,33,45,193,46,stackbar,set3,-1,1,False,0.16992500144231237,4,10,non-aligned,non-aligned
2,study7Line,5.0,34,10,194,12,stackbar,set3,-2,2,False,1.0874628412503393,12,0,start0,aligned
2,study7Line,5.0,35,10,195,12,stackbar,set2,-2,2,False,1.0874628412503393,12,1,non-aligned,non-aligned
2,study7Line,4.0,36,20,196,19,stackbar,set2,1,1,False,0.16992500144231237,6,0,start0,aligned
2,study7Line,5.0,37,50,197,48,stackbar,set4,2,2,False,1.0874628412503393,2,2,non-aligned,non-aligned
2,study7Line,4.0,38,15,198,19,stackbar,set1,-4,4,False,2.0443941193584534,6,8,non-aligned,non-aligned
2,study7Line,5.0,39,50,199,47,stackbar,set2,3,3,False,1.6438561897747246,3,2,non-aligned,non-aligned
2,study7Line,3.0,40,45,200,46,stackbar,set1,-1,1,False,0.16992500144231237,4,0,start0,aligned
2,study7Line,5.0,41,10,201,11,stackbar,set2,-1,1,False,0.16992500144231237,11,2,non-aligned,non-aligned
2,study7Line,6.0,42,40,202,38,stackbar,set3,2,2,False,1.0874628412503393,12,3,non-aligned,non-aligned
2,study7Line,5.0,43,30,203,31,stackbar,set3,-1,1,False,0.16992500144231237,6,0,start0,aligned
2,study7Line,4.0,44,30,204,28,stackbar,set2,2,2,False,1.0874628412503393,3,0,start0,aligned
2,study7Line,4.0,45,40,205,44,stackbar,set3,-4,4,False,2.0443941193584534,6,0,start0,aligned
2,study7Line,5.0,46,25,206,24,stackbar,set2,1,1,False,0.16992500144231237,1,2,non-aligned,non-aligned
2,study7Line,4.0,47,10,207,13,stackbar,set2,-3,3,False,1.6438561897747246,12,6,non-aligned,non-aligned
2,study7Line,5.0,48,50,208,43,stackbar,set1,7,7,False,2.8328900141647417,7,2,non-aligned,non-aligned
2,study7Line,4.0,49,15,209,15,stackbar,set4,0,0,True,-3.0,10,0,start0,aligned
2,study7Line,3.0,50,15,210,14,stackbar,set1,1,1,False,0.16992500144231237,11,5,non-aligned,non-aligned
2,study7Line,4.0,51,20,211,21,stackbar,set1,-1,1,False,0.16992500144231237,4,1,non-aligned,non-aligned
2,study7Line,9.0,52,40,212,40,stackbar,set3,0,0,True,-3.0,10,0,start0,aligned
2,study7Line,5.0,53,25,213,28,stackbar,set4,-3,3,False,1.6438561897747246,3,5,non-aligned,non-aligned
2,study7Line,4.0,54,25,214,25,stackbar,set1,0,0,True,-3.0,0,0,start0,aligned
2,study7Line,5.0,55,20,215,20,stackbar,set2,0,0,True,-3.0,5,0,start75,aligned
2,study7Line,3.0,56,50,216,50,stackbar,set1,0,0,True,-3.0,0,0,start0,aligned
2,study7Line,3.0,57,20,217,18,stackbar,set4,2,2,False,1.0874628412503393,7,0,start0,aligned
2,study7Line,6.0,58,30,218,32,stackbar,set4,-2,2,False,1.0874628412503393,7,7,non-aligned,non-aligned
2,study7Line,5.0,59,35,219,35,stackbar,set4,0,0,True,-3.0,10,0,end100,aligned
2,study7Line,5.0,60,20,220,23,stackbar,set4,-3,3,False,1.6438561897747246,2,10,non-aligned,non-aligned
2,study7Line,5.0,61,35,221,37,stackbar,set3,-2,2,False,1.0874628412503393,12,0,start25,aligned
2,study7Line,4.0,62,25,222,26,stackbar,set3,-1,1,False,0.16992500144231237,1,0,start0,aligned
2,study7Line,4.0,63,35,223,36,stackbar,set3,-1,1,False,0.16992500144231237,11,0,start0,aligned
2,study7Line,4.0,64,30,224,29,stackbar,set4,1,1,False,0.16992500144231237,4,3,non-aligned,non-aligned
2,study7Line,4.0,65,20,225,23,stackbar,set1,-3,3,False,1.6438561897747246,2,0,start0,aligned
2,study7Line,4.0,66,35,226,37,stackbar,set4,-2,2,False,1.0874628412503393,12,0,start0,aligned
2,study7Line,5.0,67,35,227,33,stackbar,set1,2,2,False,1.0874628412503393,8,6,non-aligned,non-aligned
2,study7Line,3.0,68,15,228,17,stackbar,set3,-2,2,False,1.0874628412503393,8,0,start0,aligned
2,study7Line,4.0,69,25,229,27,stackbar,set1,-2,2,False,1.0874628412503393,2,2,non-aligned,non-aligned
2,study7Line,6.0,70,30,230,31,stackbar,set1,-1,1,False,0.16992500144231237,6,4,non-aligned,non-aligned
2,study7Line,6.0,71,40,231,40,stackbar,set2,0,0,True,-3.0,10,1,non-aligned,non-aligned
2,study7Line,4.0,72,10,232,15,stackbar,set2,-5,5,False,2.357552004618084,10,4,non-aligned,non-aligned
2,study7Line,4.0,73,50,233,49,stackbar,set3,1,1,False,0.16992500144231237,1,1,non-aligned,non-aligned
2,study7Line,5.0,74,35,234,38,stackbar,set2,-3,3,False,1.6438561897747246,12,0,start0,aligned
2,study7Line,5.0,75,15,235,16,stackbar,set2,-1,1,False,0.16992500144231237,9,2,non-aligned,non-aligned
2,study7Line,4.0,76,45,236,48,stackbar,set4,-3,3,False,1.6438561897747246,2,0,start0,aligned
2,study7Line,3.0,77,25,237,24,stackbar,set2,1,1,False,0.16992500144231237,1,0,start0,aligned
2,study7Line,4.0,78,20,238,18,stackbar,set3,2,2,False,1.0874628412503393,7,2,non-aligned,non-aligned
2,study7Line,4.0,79,10,239,11,stackbar,set1,-1,1,False,0.16992500144231237,11,0,start0,aligned
16,study7Line,12.0,0,50,1280,43,stackbar,set4,7,7,False,2.8328900141647417,7,6,non-aligned,non-aligned
16,study7Line,12.0,1,18,1281,18,stackbar,set1,0,0,True,-3.0,7,1,non-aligned,non-aligned
16,study7Line,10.0,2,15,1282,17,stackbar,set1,-2,2,False,1.0874628412503393,8,0,start0,aligned
16,study7Line,10.0,3,40,1283,39,stackbar,set4,1,1,False,0.16992500144231237,11,0,start0,aligned
16,study7Line,9.0,4,30,1284,33,stackbar,set1,-3,3,False,1.6438561897747246,8,0,start0,aligned
16,study7Line,13.0,5,35,1285,37,stackbar,set1,-2,2,False,1.0874628412503393,12,6,non-aligned,non-aligned
16,study7Line,7.0,6,20,1286,19,stackbar,set2,1,1,False,0.16992500144231237,6,0,start0,aligned
16,study7Line,8.0,7,34,1287,35,stackbar,set2,-1,1,False,0.16992500144231237,10,0,start0,aligned
16,study7Line,8.0,8,47,1288,46,stackbar,set1,1,1,False,0.16992500144231237,4,0,start0,aligned
16,study7Line,10.0,9,45,1289,44,stackbar,set4,1,1,False,0.16992500144231237,6,2,non-aligned,non-aligned
16,study7Line,10.0,10,28,1290,30,stackbar,set1,-2,2,False,1.0874628412503393,5,0,start0,aligned
16,study7Line,11.0,11,18,1291,16,stackbar,set3,2,2,False,1.0874628412503393,9,3,non-aligned,non-aligned
16,study7Line,9.0,12,50,1292,47,stackbar,set4,3,3,False,1.6438561897747246,3,10,non-aligned,non-aligned
16,study7Line,9.0,13,30,1293,33,stackbar,set1,-3,3,False,1.6438561897747246,8,6,non-aligned,non-aligned
16,study7Line,15.0,14,45,1294,41,stackbar,set2,4,4,False,2.0443941193584534,9,4,non-aligned,non-aligned
16,study7Line,13.0,15,30,1295,30,stackbar,set4,0,0,True,-3.0,5,1,non-aligned,non-aligned
16,study7Line,8.0,16,45,1296,45,stackbar,set1,0,0,True,-3.0,5,0,start0,aligned
16,study7Line,13.0,17,40,1297,40,stackbar,set3,0,0,True,-3.0,10,2,non-aligned,non-aligned
16,study7Line,10.0,18,45,1298,44,stackbar,set3,1,1,False,0.16992500144231237,6,0,start0,aligned
16,study7Line,9.0,19,10,1299,17,stackbar,set4,-7,7,False,2.8328900141647417,8,1,non-aligned,non-aligned
16,study7Line,8.0,20,48,1300,48,stackbar,set1,0,0,True,-3.0,2,0,start0,aligned
16,study7Line,12.0,21,30,1301,35,stackbar,set1,-5,5,False,2.357552004618084,10,6,non-aligned,non-aligned
16,study7Line,8.0,22,47,1302,47,stackbar,set4,0,0,True,-3.0,3,0,start0,aligned
16,study7Line,5.0,23,50,1303,50,stackbar,set4,0,0,True,-3.0,0,0,start0,aligned
16,study7Line,7.0,24,10,1304,12,stackbar,set1,-2,2,False,1.0874628412503393,12,0,start0,aligned
16,study7Line,10.0,25,30,1305,32,stackbar,set3,-2,2,False,1.0874628412503393,7,2,non-aligned,non-aligned
16,study7Line,7.0,26,15,1306,15,stackbar,set3,0,0,True,-3.0,10,0,start0,aligned
16,study7Line,7.0,27,35,1307,36,stackbar,set3,-1,1,False,0.16992500144231237,11,3,non-aligned,non-aligned
16,study7Line,8.0,28,22,1308,21,stackbar,set3,1,1,False,0.16992500144231237,4,2,non-aligned,non-aligned
16,study7Line,9.0,29,45,1309,42,stackbar,set3,3,3,False,1.6438561897747246,8,7,non-aligned,non-aligned
16,study7Line,11.0,30,15,1310,15,stackbar,set4,0,0,True,-3.0,10,4,non-aligned,non-aligned
16,study7Line,5.0,31,26,1311,26,stackbar,set3,0,0,True,-3.0,1,0,start0,aligned
16,study7Line,8.0,32,55,1312,50,stackbar,set1,5,5,False,2.357552004618084,0,6,non-aligned,non-aligned
16,study7Line,10.0,33,40,1313,46,stackbar,set4,-6,6,False,2.6147098441152083,4,2,non-aligned,non-aligned
16,study7Line,10.0,34,27,1314,27,stackbar,set2,0,0,True,-3.0,2,0,start0,aligned
16,study7Line,6.0,35,30,1315,31,stackbar,set3,-1,1,False,0.16992500144231237,6,0,start0,aligned
16,study7Line,6.0,36,25,1316,24,stackbar,set2,1,1,False,0.16992500144231237,1,2,non-aligned,non-aligned
16,study7Line,7.0,37,28,1317,29,stackbar,set1,-1,1,False,0.16992500144231237,4,0,start0,aligned
16,study7Line,11.0,38,40,1318,41,stackbar,set1,-1,1,False,0.16992500144231237,9,0,start0,aligned
16,study7Line,12.0,39,25,1319,23,stackbar,set3,2,2,False,1.0874628412503393,2,10,non-aligned,non-aligned
16,study7Line,7.0,40,30,1320,28,stackbar,set4,2,2,False,1.0874628412503393,3,5,non-aligned,non-aligned
16,study7Line,7.0,41,30,1321,34,stackbar,set4,-4,4,False,2.0443941193584534,9,2,non-aligned,non-aligned
16,study7Line,8.0,42,25,1322,25,stackbar,set2,0,0,True,-3.0,0,8,non-aligned,non-aligned
16,study7Line,8.0,43,10,1323,11,stackbar,set2,-1,1,False,0.16992500144231237,11,2,non-aligned,non-aligned
16,study7Line,7.0,44,30,1324,32,stackbar,set2,-2,2,False,1.0874628412503393,7,0,start0,aligned
16,study7Line,14.0,45,38,1325,40,stackbar,set4,-2,2,False,1.0874628412503393,10,0,start0,aligned
16,study7Line,6.0,46,23,1326,23,stackbar,set4,0,0,True,-3.0,2,0,start0,aligned
16,study7Line,7.0,47,15,1327,20,stackbar,set2,-5,5,False,2.357552004618084,5,0,start75,aligned
16,study7Line,6.0,48,22,1328,22,stackbar,set4,0,0,True,-3.0,3,0,start0,aligned
16,study7Line,8.0,49,23,1329,22,stackbar,set2,1,1,False,0.16992500144231237,3,9,non-aligned,non-aligned
16,study7Line,5.0,50,45,1330,42,stackbar,set2,3,3,False,1.6438561897747246,8,0,start0,aligned
16,study7Line,5.0,51,24,1331,24,stackbar,set2,0,0,True,-3.0,1,0,start0,aligned
16,study7Line,6.0,52,14,1332,14,stackbar,set4,0,0,True,-3.0,11,6,non-aligned,non-aligned
16,study7Line,10.0,53,38,1333,36,stackbar,set1,2,2,False,1.0874628412503393,11,0,start0,aligned
16,study7Line,9.0,54,35,1334,37,stackbar,set2,-2,2,False,1.0874628412503393,12,0,start0,aligned
16,study7Line,5.0,55,15,1335,16,stackbar,set3,-1,1,False,0.16992500144231237,9,0,start0,aligned
16,study7Line,6.0,56,49,1336,49,stackbar,set2,0,0,True,-3.0,1,0,start0,aligned
16,study7Line,10.0,57,45,1337,43,stackbar,set2,2,2,False,1.0874628412503393,7,0,start0,aligned
16,study7Line,6.0,58,13,1338,14,stackbar,set1,-1,1,False,0.16992500144231237,11,0,start0,aligned
16,study7Line,6.0,59,40,1339,38,stackbar,set3,2,2,False,1.0874628412503393,12,0,start0,aligned
16,study7Line,9.0,60,45,1340,39,stackbar,set2,6,6,False,2.6147098441152083,11,1,non-aligned,non-aligned
16,study7Line,7.0,61,18,1341,18,stackbar,set1,0,0,True,-3.0,7,0,start0,aligned
16,study7Line,6.0,62,50,1342,48,stackbar,set3,2,2,False,1.0874628412503393,2,2,non-aligned,non-aligned
16,study7Line,7.0,63,48,1343,49,stackbar,set4,-1,1,False,0.16992500144231237,1,5,non-aligned,non-aligned
16,study7Line,9.0,64,33,1344,31,stackbar,set1,2,2,False,1.0874628412503393,6,4,non-aligned,non-aligned
16,study7Line,8.0,65,10,1345,11,stackbar,set2,-1,1,False,0.16992500144231237,11,0,start0,aligned
16,study7Line,6.0,66,25,1346,25,stackbar,set4,0,0,True,-3.0,0,0,start0,aligned
16,study7Line,6.0,67,15,1347,13,stackbar,set2,2,2,False,1.0874628412503393,12,6,non-aligned,non-aligned
16,study7Line,7.0,68,18,1348,20,stackbar,set2,-2,2,False,1.0874628412503393,5,0,start0,aligned
16,study7Line,7.0,69,45,1349,45,stackbar,set1,0,0,True,-3.0,5,2,non-aligned,non-aligned
16,study7Line,7.0,70,28,1350,29,stackbar,set2,-1,1,False,0.16992500144231237,4,2,non-aligned,non-aligned
16,study7Line,6.0,71,10,1351,12,stackbar,set2,-2,2,False,1.0874628412503393,12,1,non-aligned,non-aligned
16,study7Line,7.0,72,23,1352,21,stackbar,set4,2,2,False,1.0874628412503393,4,0,start0,aligned
16,study7Line,7.0,73,40,1353,38,stackbar,set3,2,2,False,1.0874628412503393,12,3,non-aligned,non-aligned
16,study7Line,7.0,74,26,1354,26,stackbar,set4,0,0,True,-3.0,1,1,non-aligned,non-aligned
16,study7Line,7.0,75,13,1355,13,stackbar,set1,0,0,True,-3.0,12,0,start0,aligned
16,study7Line,7.0,76,18,1356,19,stackbar,set2,-1,1,False,0.16992500144231237,6,2,non-aligned,non-aligned
16,study7Line,6.0,77,28,1357,28,stackbar,set4,0,0,True,-3.0,3,0,start0,aligned
16,study7Line,6.0,78,35,1358,34,stackbar,set4,1,1,False,0.16992500144231237,9,0,start0,aligned
16,study7Line,6.0,79,28,1359,27,stackbar,set1,1,1,False,0.16992500144231237,2,2,non-aligned,non-aligned
38,study7Line,42.0,0,20,3040,17,stackbar,set2,3,3,False,1.6438561897747246,8,5,non-aligned,non-aligned
38,study7Line,28.0,1,40,3041,39,stackbar,set1,1,1,False,0.16992500144231237,11,4,non-aligned,non-aligned
38,study7Line,17.0,2,25,3042,29,stackbar,set2,-4,4,False,2.0443941193584534,4,2,non-aligned,non-aligned
38,study7Line,44.0,3,40,3043,42,stackbar,set2,-2,2,False,1.0874628412503393,8,0,start0,aligned
38,study7Line,11.0,4,50,3044,50,stackbar,set4,0,0,True,-3.0,0,0,start0,aligned
38,study7Line,41.0,5,12,3045,15,stackbar,set4,-3,3,False,1.6438561897747246,10,0,start0,aligned
38,study7Line,14.0,6,30,3046,34,stackbar,set1,-4,4,False,2.0443941193584534,9,6,non-aligned,non-aligned
38,study7Line,13.0,7,45,3047,42,stackbar,set3,3,3,False,1.6438561897747246,8,7,non-aligned,non-aligned
38,study7Line,13.0,8,25,3048,25,stackbar,set2,0,0,True,-3.0,0,8,non-aligned,non-aligned
